ordem_analise,data_entrada,expediente_numero,codigo_assunto,descricao_assunto,data_atualizacao,processo_texto,expediente_texto,cnpj_numero,razao_social,assunto_numero,assunto_texto,situacao,dias_analise,ordem_analise_anterior,data_entrada_anterior,data_atualizacao_anterior,diff_ordem,diff_ordem2
380,2024-12-12T18:54:38Z,1702280241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.596821/2019-06,1702280/24-1,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,455,2024-12-12T18:54:38Z,2025-01-06T12:07:30Z,75,Aguardando análise
381,2024-12-12T19:04:11Z,1702393241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.407614/2024-45,1702393/24-1,11014241000106,WISSEN CONSULTORIA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,456,2024-12-12T19:04:11Z,2025-01-06T12:07:30Z,75,Aguardando análise
382,2024-12-12T19:05:53Z,1702400247,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.596817/2019-30,1702400/24-7,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,457,2024-12-12T19:05:53Z,2025-01-06T12:07:30Z,75,Aguardando análise
383,2024-12-12T19:17:44Z,1702487245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.667518/2019-97,1702487/24-5,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,458,2024-12-12T19:17:44Z,2025-01-06T12:07:30Z,75,Aguardando análise
384,2024-12-12T19:39:11Z,1702615243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.435839/2016-05,1702615/24-3,88303433000167,ITM INDUSTRIA DE TECNOLOGIAS MEDICAS LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,459,2024-12-12T19:39:11Z,2025-01-06T12:07:30Z,75,Aguardando análise
385,2024-12-12T20:11:37Z,1702904245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.738845/2019-31,1702904/24-5,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,460,2024-12-12T20:11:37Z,2025-01-06T12:07:30Z,75,Aguardando análise
386,2024-12-12T20:22:59Z,1703125240,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.618650/2019-75,1703125/24-0,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,461,2024-12-12T20:22:59Z,2025-01-06T12:07:30Z,75,Aguardando análise
387,2024-12-12T20:28:43Z,1703140249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.376369/2008-05,1703140/24-9,49324221000104,FRESENIUS KABI BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,462,2024-12-12T20:28:43Z,2025-01-06T12:07:30Z,75,Aguardando análise
388,2024-12-12T20:41:41Z,1703259246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.386992/2019-11,1703259/24-6,49324221000104,FRESENIUS KABI BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,463,2024-12-12T20:41:41Z,2025-01-06T12:07:30Z,75,Aguardando análise
389,2024-12-12T20:58:09Z,1703371241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.269399/2008-58,1703371/24-1,49324221000104,FRESENIUS KABI BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,464,2024-12-12T20:58:09Z,2025-01-06T12:07:30Z,75,Aguardando análise
390,2024-12-12T20:59:03Z,1703372247,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.279644/2015-64,1703372/24-7,97127559000119,MK PRODUTOS PARA SAUDE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,465,2024-12-12T20:59:03Z,2025-01-06T12:07:30Z,75,Aguardando análise
391,2024-12-12T21:08:56Z,1703544242,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.319929/2007-35,1703544/24-2,49324221000104,FRESENIUS KABI BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,466,2024-12-12T21:08:56Z,2025-01-06T12:07:30Z,75,Aguardando análise
392,2024-12-12T21:13:40Z,1703548248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.954778/2024-67,1703548/24-8,27242576000111,CEDRS - GESTAO EMPRESARIAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,467,2024-12-12T21:13:40Z,2025-01-06T12:07:30Z,75,Aguardando análise
393,2024-12-12T21:16:37Z,1703556241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.221708/2024-29,1703556/24-1,30722690000153,"GEV COMERCIO, SERVICOS, DISTRIBUICAO, MANUTENCAO E LOCACAO DE MATERIAL HOSPITALAR LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,468,2024-12-12T21:16:37Z,2025-01-06T12:07:30Z,75,Aguardando análise
394,2024-12-12T21:20:14Z,1703591241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.423656/2024-23,1703591/24-1,27242576000111,CEDRS - GESTAO EMPRESARIAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,469,2024-12-12T21:20:14Z,2025-01-06T12:07:30Z,75,Aguardando análise
395,2024-12-13T11:30:10Z,1705091245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.006470/2020-80,1705091/24-5,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,470,2024-12-13T11:30:10Z,2025-01-06T12:07:30Z,75,Aguardando análise
396,2024-12-13T11:42:47Z,1705039243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.006473/2020-13,1705039/24-3,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,471,2024-12-13T11:42:47Z,2025-01-06T12:07:30Z,75,Aguardando análise
397,2024-12-13T11:48:45Z,1705167241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.032321/2020-76,1705167/24-1,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,472,2024-12-13T11:48:45Z,2025-01-06T12:07:30Z,75,Aguardando análise
398,2024-12-13T11:54:07Z,1705191240,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.056566/2020-99,1705191/24-0,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,473,2024-12-13T11:54:07Z,2025-01-06T12:07:30Z,75,Aguardando análise
399,2024-12-13T12:01:43Z,1705273246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.621260/2019-82,1705273/24-6,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,474,2024-12-13T12:01:43Z,2025-01-06T12:07:30Z,75,Aguardando análise
400,2024-12-13T12:07:50Z,1705293247,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.621268/2019-49,1705293/24-7,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,475,2024-12-13T12:07:50Z,2025-01-06T12:07:30Z,75,Aguardando análise
401,2024-12-13T12:12:48Z,1705259243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.252943/2012-93,1705259/24-3,12650667000119,PERAMICAL IND E IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,476,2024-12-13T12:12:48Z,2025-01-06T12:07:30Z,75,Aguardando análise
402,2024-12-13T12:13:06Z,1705308244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.638644/2019-34,1705308/24-4,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,477,2024-12-13T12:13:06Z,2025-01-06T12:07:30Z,75,Aguardando análise
403,2024-12-13T12:19:27Z,1705355242,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.006472/2020-79,1705355/24-2,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,478,2024-12-13T12:19:27Z,2025-01-06T12:07:30Z,75,Aguardando análise
404,2024-12-13T12:29:08Z,1705435246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.006475/2020-11,1705435/24-6,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,479,2024-12-13T12:29:08Z,2025-01-06T12:07:30Z,75,Aguardando análise
405,2024-12-13T12:33:34Z,1705448241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.307246/2016-91,1705448/24-1,19062556000130,MicroPort Brasil Produtos Médicos Ltda,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,480,2024-12-13T12:33:34Z,2025-01-06T12:07:30Z,75,Aguardando análise
406,2024-12-13T12:34:56Z,1705459242,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.376566/2020-11,1705459/24-2,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,481,2024-12-13T12:34:56Z,2025-01-06T12:07:30Z,75,Aguardando análise
407,2024-12-13T12:35:16Z,1705460241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.252939/2012-36,1705460/24-1,12650667000119,PERAMICAL IND E IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,482,2024-12-13T12:35:16Z,2025-01-06T12:07:30Z,75,Aguardando análise
408,2024-12-13T12:40:12Z,1705505244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.740370/2019-42,1705505/24-4,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,483,2024-12-13T12:40:12Z,2025-01-06T12:07:30Z,75,Aguardando análise
409,2024-12-13T12:45:53Z,1705526241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.638662/2019-16,1705526/24-1,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,484,2024-12-13T12:45:53Z,2025-01-06T12:07:30Z,75,Aguardando análise
410,2024-12-13T12:51:30Z,1705559247,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.938517/2021-57,1705559/24-7,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,485,2024-12-13T12:51:30Z,2025-01-06T12:07:30Z,75,Aguardando análise
411,2024-12-13T14:12:02Z,1707678243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.608775/2013-11,1707678/24-3,03440703000129,EASY EQUIPAMENTOS ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,486,2024-12-13T14:12:02Z,2025-01-06T12:07:30Z,75,Aguardando análise
412,2024-12-13T20:06:38Z,1710451246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.058302/2015-62,1710451/24-6,04298106000174,S.I.N. IMPLANT SYSTEM LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,487,2024-12-13T20:06:38Z,2025-01-06T12:07:30Z,75,Aguardando análise
413,2024-12-13T20:15:40Z,1710492244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.563079/2010-31,1710492/24-4,04298106000174,S.I.N. IMPLANT SYSTEM LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,488,2024-12-13T20:15:40Z,2025-01-06T12:07:30Z,75,Aguardando análise
414,2024-12-13T20:43:28Z,1710635240,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.535116/2015-00,1710635/24-0,61485900000160,SG TECNOLOGIA CLÍNICA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,489,2024-12-13T20:43:28Z,2025-01-06T12:07:30Z,75,Aguardando análise
415,2024-12-13T20:47:32Z,1710659246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.377678/2005-41,1710659/24-6,05150338000143,MEDSONDA IND E COM DE PRODUTOS HOSPITALARES DESCARTAVEIS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,490,2024-12-13T20:47:32Z,2025-01-06T12:07:30Z,75,Aguardando análise
416,2024-12-13T20:48:48Z,1710661241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.411486/2007-33,1710661/24-1,01390500000140,INTERMEDIC TECHNOLOGY IMPORTACAO E EXPORTACAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,491,2024-12-13T20:48:48Z,2025-01-06T12:07:30Z,75,Aguardando análise
417,2024-12-13T22:19:53Z,1710997249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.649171/2023-87,1710997/24-9,04967408000198,EMERGO BRAZIL IMPORT IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33,492,2024-12-13T22:19:53Z,2025-01-06T12:07:30Z,75,Aguardando análise
418,2024-12-16T11:03:29Z,1712954245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.464076/2019-29,1712954/24-5,60040599000119,GM DOS REIS INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,31,493,2024-12-16T11:03:29Z,2025-01-06T12:07:30Z,75,Aguardando análise
419,2024-12-16T13:31:31Z,1714974243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.699246/2023-71,1714974/24-3,37671083000150,ARTPIG BRASIL IMPORTACAO E DISTRIBUICAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30,494,2024-12-16T13:31:31Z,2025-01-06T12:07:30Z,75,Aguardando análise
420,2024-12-16T13:52:28Z,1715136241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.276121/2004-11,1715136/24-1,02794555000340,COLOPLAST DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30,495,2024-12-16T13:52:28Z,2025-01-06T12:07:30Z,75,Aguardando análise
421,2024-12-16T14:20:19Z,1715454243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.586451/2014-58,1715454/24-3,02794555000340,COLOPLAST DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30,496,2024-12-16T14:20:19Z,2025-01-06T12:07:30Z,75,Aguardando análise
422,2024-12-16T14:30:58Z,1715502248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.586398/2014-11,1715502/24-8,02794555000340,COLOPLAST DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30,497,2024-12-16T14:30:58Z,2025-01-06T12:07:30Z,75,Aguardando análise
