ordem_analise,data_entrada,expediente_numero,codigo_assunto,descricao_assunto,processo_numero,data_atualizacao,processo_texto,expediente_texto,cnpj_numero,razao_social,assunto_numero,assunto_texto,situacao,dias_analise
380,2024-12-04T16:36:37Z,1658106245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351759075202344,2025-01-02T14:35:21Z,25351.759075/2023-46,1658106/24-5,22256726000122,MEDINOVA LIFE SCIENCES IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MÉDICOS E HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,28
381,2024-12-04T16:46:22Z,1658134249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351821632202192,2025-01-02T14:35:21Z,25351.821632/2021-93,1658134/24-9,21340481000154,CDR Brasil Comercial Ltda ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,28
382,2024-12-04T17:15:27Z,1658442245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351531375201712,2025-01-02T14:35:21Z,25351.531375/2017-14,1658442/24-5,05823205000190,MAQUIRA INDÚSTRIA DE PRODUTOS ODONTOLÓGICOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,28
383,2024-12-04T17:21:18Z,1658476247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351075323202212,2025-01-02T14:35:21Z,25351.075323/2022-11,1658476/24-7,07130168000160,STEELMAX INSTRUMENTAIS CIRURGICOS E ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,28
384,2024-12-04T17:54:59Z,1658765249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351268202202048,2025-01-02T14:35:21Z,25351.268202/2020-50,1658765/24-9,07130168000160,STEELMAX INSTRUMENTAIS CIRURGICOS E ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,28
385,2024-12-04T20:10:38Z,1660212243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351176055200804,2025-01-02T14:35:21Z,25351.176055/2008-04,1660212/24-3,81591786000160,TDV DENTAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,28
386,2024-12-05T12:07:10Z,1662242247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351176701200232,2025-01-02T14:35:21Z,25351.176701/2002-30,1662242/24-7,42463513000189,OTTO BOCK DO BRASIL TECNICA ORTOPEDICA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,28
387,2024-12-05T12:46:12Z,1662561245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351257659200940,2025-01-02T14:35:21Z,25351.257659/2009-39,1662561/24-5,04192554000199,ALACER INDUSTRIA ELETRONICA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,28
388,2024-12-05T12:56:22Z,1662580240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351659486202332,2025-01-02T14:35:21Z,25351.659486/2023-32,1662580/24-0,47344749000110,GENIUS DESENVOLVIMENTO E INDUSTRIA DE DISPOSITIVOS MEDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,28
389,2024-12-05T14:16:12Z,1664731245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351850870202376,2025-01-02T14:35:21Z,25351.850870/2023-78,1664731/24-5,60397965000191,LYSANDA PRODUTOS ODONTOLÓGICOS LTDA. EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,28
390,2024-12-05T15:25:02Z,1665184248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351060510201904,2025-01-02T14:35:21Z,25351.060510/2019-03,1665184/24-8,56216781000100,PRODUTOS ORTOPÉDICOS CHANTAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,27
391,2024-12-05T15:30:51Z,1665192241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351060506201936,2025-01-02T14:35:21Z,25351.060506/2019-37,1665192/24-1,56216781000100,PRODUTOS ORTOPÉDICOS CHANTAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,27
392,2024-12-05T15:35:57Z,1665226242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351060526201916,2025-01-02T14:35:21Z,25351.060526/2019-16,1665226/24-2,56216781000100,PRODUTOS ORTOPÉDICOS CHANTAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,27
393,2024-12-05T16:04:49Z,1665400242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351562127201512,2025-01-02T14:35:21Z,25351.562127/2015-12,1665400/24-2,05150338000143,MEDSONDA IND E COM DE PRODUTOS HOSPITALARES DESCARTAVEIS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,27
394,2024-12-05T17:21:38Z,1665861240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351147617202416,2025-01-02T14:35:21Z,25351.147617/2024-14,1665861/24-0,40335413000141,"PROMEX MAIS COMERCIO, IMPORTACAO E EXPORTACAO LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,27
395,2024-12-05T17:26:53Z,1665909242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351148051202448,2025-01-02T14:35:21Z,25351.148051/2024-48,1665909/24-2,40335413000141,"PROMEX MAIS COMERCIO, IMPORTACAO E EXPORTACAO LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,27
396,2024-12-05T17:58:42Z,1666140244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351236034200848,2025-01-02T14:35:21Z,25351.236034/2008-47,1666140/24-4,04008318000170,ESSENCE DENTAL IMPORTACAO E EXPORTACAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,27
397,2024-12-05T18:03:30Z,1666184241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351037390202408,2025-01-02T14:35:21Z,25351.037390/2024-08,1666184/24-1,06696246000126,DOCTUS EQUIPAMENTOS MEDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,27
398,2024-12-05T18:46:07Z,1666566241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351337697201848,2025-01-02T14:35:21Z,25351.337697/2018-50,1666566/24-1,78742491000133,JOÃOMED COMÉRCIO DE MATERIAIS CIRÚRGICOS S/A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,27
399,2024-12-05T20:00:37Z,1667317245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351337726201884,2025-01-02T14:35:21Z,25351.337726/2018-83,1667317/24-5,78742491000133,JOÃOMED COMÉRCIO DE MATERIAIS CIRÚRGICOS S/A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,27
400,2024-12-06T12:17:11Z,1669437248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351415961201800,2025-01-02T14:35:21Z,25351.415961/2018-01,1669437/24-8,60588803000130,RICHTER LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,27
401,2024-12-06T13:25:09Z,1670812243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351492820202280,2025-01-02T14:35:21Z,25351.492820/2022-81,1670812/24-3,11134261000110,"Cimtech Indústria, Comércio, Importação e Exportação de Produtos Ortopédicos Ltda.",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,27
402,2024-12-06T13:57:51Z,1670993248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351330257202256,2025-01-02T14:35:21Z,25351.330257/2022-58,1670993/24-8,04967408000198,EMERGO BRAZIL IMPORT IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,27
403,2024-12-06T14:32:25Z,1671233247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351076074201664,2025-01-02T14:35:21Z,25351.076074/2016-63,1671233/24-7,42463513000189,OTTO BOCK DO BRASIL TECNICA ORTOPEDICA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,27
404,2024-12-06T14:33:20Z,1671236246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351910733202480,2025-01-02T14:35:21Z,25351.910733/2024-81,1671236/24-6,58193483000178,SCHOBELL INDUSTRIAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,27
405,2024-12-06T15:39:58Z,1671518241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351713577201864,2025-01-02T14:35:21Z,25351.713577/2018-63,1671518/24-1,04718143000194,VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,26
406,2024-12-06T16:04:46Z,1671571240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351109323201704,2025-01-02T14:35:21Z,25351.109323/2017-04,1671571/24-0,18272616000187,ARTHREX DO BRASIL IMPORTACAO E COMERCIO DE EQUIPAMENTOS MEDICOS LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,26
407,2024-12-06T16:13:41Z,1671609247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351455261202228,2025-01-02T14:35:21Z,25351.455261/2022-28,1671609/24-7,01437707000122,SCITECH PRODUTOS MEDICOS SA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,26
408,2024-12-06T16:17:46Z,1671622243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351424062202196,2025-01-02T14:35:21Z,25351.424062/2021-97,1671622/24-3,01437707000122,SCITECH PRODUTOS MEDICOS SA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,26
409,2024-12-06T16:29:52Z,1671649249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351543484202240,2025-01-02T14:35:21Z,25351.543484/2022-41,1671649/24-9,03129105000133,TERUMO MEDICAL DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,26
410,2024-12-06T17:29:41Z,1671952243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351151792202416,2025-01-02T14:35:21Z,25351.151792/2024-14,1671952/24-3,08753814000109,Soft Surgical Soluções Hospitalares LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,26
411,2024-12-06T17:35:35Z,1671995244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351511309202112,2025-01-02T14:35:21Z,25351.511309/2021-12,1671995/24-4,05785287000126,ENDO-MASTER COMÉRCIO DE EQUIPAMENTOS OPTICOS E CIENTÍFICOS LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,26
412,2024-12-06T18:35:05Z,1672290244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351599818201936,2025-01-02T14:35:21Z,25351.599818/2019-36,1672290/24-4,02814280000105,CIENLABOR INDUSTRIA E COMÉRCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,26
413,2024-12-06T18:53:11Z,1672335248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351302630201648,2025-01-02T14:35:21Z,25351.302630/2016-46,1672335/24-8,19062556000130,MicroPort Brasil Produtos Médicos Ltda,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,26
414,2024-12-06T19:27:51Z,1672514240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351422082200696,2025-01-02T14:35:21Z,25351.422082/2006-94,1672514/24-0,04008318000170,ESSENCE DENTAL IMPORTACAO E EXPORTACAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,26
415,2024-12-06T19:32:28Z,1672527244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351570066201920,2025-01-02T14:35:21Z,25351.570066/2019-21,1672527/24-4,10736894000136,MMTech Projetos Tecnológicos Importação e Exportação Ltda. - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,26
416,2024-12-06T23:17:05Z,1673007244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351330216202260,2025-01-02T14:35:21Z,25351.330216/2022-61,1673007/24-4,04967408000198,EMERGO BRAZIL IMPORT IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,26
417,2024-12-06T23:25:23Z,1673016243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351330227202240,2025-01-02T14:35:21Z,25351.330227/2022-41,1673016/24-3,04967408000198,EMERGO BRAZIL IMPORT IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,26
418,2024-12-06T23:35:57Z,1673025242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351354273202236,2025-01-02T14:35:21Z,25351.354273/2022-36,1673025/24-2,04967408000198,EMERGO BRAZIL IMPORT IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,26
419,2024-12-09T12:14:33Z,1676798242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351517668201800,2025-01-02T14:35:21Z,25351.517668/2017-99,1676798/24-2,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,24
420,2024-12-09T12:35:49Z,1676885242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351581680201756,2025-01-02T14:35:21Z,25351.581680/2017-57,1676885/24-2,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,24
421,2024-12-09T12:43:12Z,1676945245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351211875202040,2025-01-02T14:35:21Z,25351.211875/2020-38,1676945/24-5,05106945000106,DENTSCARE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,24
